id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;potential;preferred_foot;international_reputation;weak_foot;skill_moves;body_type;difficulty
13868;I. Brown;Isaiah Brown;1/7/1997;182.88;69.9;CAM,LM;England;70;78;Right;1;3;3;Normal;Very Hard
13869;C. Cisneros;Carlos Cisneros;8/30/1993;175.26;73.9;LM,RM;Mexico;70;72;Right;1;4;3;Lean;Very Hard
13870;D. Böde;Dániel Böde;10/24/1986;190.5;84.8;ST;Hungary;70;70;Right;1;4;2;Normal;Very Hard
13871;Bruno Gallo;Bruno Vieira Gallo de Oliveira;5/7/1988;182.88;73.9;CM,CDM;Brazil;70;70;Left;1;3;3;Normal;Very Hard
13872;B. Hämäläinen;Brian Tømming Hamalainen;5/29/1989;152.4;79.8;CB,LB;Denmark;70;70;Left;1;3;3;Normal;Very Hard
13873;C. Mepham;Chris Mepham;11/5/1997;190.5;74.8;CB;Wales;70;79;Right;1;3;2;Lean;Very Hard
13874;H. Faik;Hicham Faik;3/19/1992;190.5;78.0;CM,CDM;Netherlands;70;72;Left;1;3;3;Lean;Very Hard
13875;N. Champagne;Nereo Champagne;1/20/1985;190.5;82.1;GK;Argentina;70;70;Right;1;2;1;Normal;Very Hard
13876;D. Kownacki;Dawid Kownacki;3/14/1997;187.96;74.8;ST;Poland;70;82;Right;1;3;3;Lean;Very Hard
13877;Y. Reyna;José Yordy Reyna Serna;9/17/1993;170.18;68.0;ST,CAM;Peru;70;75;Right;1;4;3;Normal;Very Hard
13878;L. Galeano;Leonel Ezequiel Galeano;8/2/1991;182.88;83.9;CB;Argentina;70;72;Right;1;3;2;Normal;Very Hard
13879;D. Ndlovu;Dino Ndlovu;2/15/1990;175.26;74.8;ST;South Africa;70;70;Left;1;3;3;Stocky;Very Hard
13880;Flávio;Flávio da Silva Ramos;5/12/1994;190.5;86.2;CB;Brazil;70;75;Right;1;2;2;Normal;Very Hard
13881;D. Post;Danny Post;4/7/1989;190.5;93.9;CDM;Netherlands;70;70;Right;1;3;3;Normal;Very Hard
13882;N. Pérez;Nehuén Pérez;6/24/2000;185.42;74.8;CB;Argentina;70;84;Right;1;3;2;Lean;Very Hard
13883;E. Elmas;Eljif Elmas;9/24/1999;182.88;73.9;CM,CAM;FYR Macedonia;70;83;Right;1;4;3;Lean;Very Hard
13884;Luisinho;Luis Gustavo Melere da Silva;3/10/1991;175.26;67.1;RM,LM,CAM;Brazil;70;70;Right;1;2;4;Lean;Very Hard
13885;Jamiro Monteiro;Jamiro Gregory Monteiro Alvarenga;11/23/1993;175.26;72.1;CM,CAM;Cape Verde;70;75;Right;1;4;3;Normal;Very Hard
13886;Milton Menceiros;Milton Boas Menceiros Cunha;2/29/1992;182.88;83.9;CB;Brazil;70;70;Right;1;3;2;Stocky;Very Hard
13887;A. Søderlund;Alexander  Toft Søderlund;8/3/1987;187.96;86.2;ST;Norway;70;70;Right;1;4;2;Normal;Very Hard
13888;A. Benedetti;Amedeo Benedetti;10/25/1991;170.18;64.0;LB;Italy;70;70;Left;1;3;3;Normal;Very Hard
13889;V. Malcorra;Víctor Ignacio Malcorra;7/24/1987;170.18;73.9;CM,CDM,LM;Argentina;70;70;Left;1;4;3;Normal;Very Hard
13890;S. Asamoah;Samuel Asamoah;3/23/1994;162.56;64.0;CDM,CM;Ghana;70;75;Right;1;3;3;Normal;Very Hard
13891;M. Cavion;Michele Cavion;12/8/1994;154.94;73.9;CM,RM;Italy;70;74;Right;1;4;3;Lean;Very Hard
13892;M. Maddison;Marcus Maddison;9/26/1993;154.94;71.2;RM,CAM,LM;England;70;73;Left;1;3;3;Normal;Very Hard
13893;A. Fiola;Attila Fiola;2/17/1990;182.88;69.9;RB,CB,LB;Hungary;70;70;Right;1;3;2;Normal;Very Hard
13894;E. Brignola;Enrico Brignola;7/8/1999;167.64;71.2;CAM,RW,CF,RM;Italy;70;84;Left;1;4;3;Stocky;Very Hard
13895;Borja Herrera;Borja Herrera González;1/8/1993;175.26;69.9;LB,LWB;Spain;70;72;Left;1;2;3;Lean;Very Hard
13896;L. Licht;Lucas Matías Licht;4/6/1981;175.26;72.1;LB,LWB,LM;Argentina;70;70;Left;1;4;3;Normal;Very Hard
13897;R. Torres;Román Aureliano Torres Morcillo;3/20/1986;187.96;88.0;CB;Panama;70;70;Right;1;3;2;Stocky;Very Hard
13898;A. Bodzek;Adam Bodzek;9/7/1985;182.88;81.2;CDM,CB;Poland;70;70;Right;1;2;2;Normal;Very Hard
13899;E. Ersoy;Ertuğrul Ersoy;2/13/1997;187.96;82.1;CB,RB;Turkey;70;80;Right;1;3;2;Normal;Very Hard
13900;J. Zacaría;Jonathan Fabián Zacaría;2/6/1990;172.72;76.2;LM,LB,LW;Argentina;70;70;Left;1;3;3;Normal;Very Hard
13901;M. te Wierik;Mike te Wierik;6/8/1992;190.5;73.0;CB,RB;Netherlands;70;73;Right;1;3;2;Normal;Very Hard
13902;G. Scognamiglio;Gennaro Scognamiglio;4/24/1987;185.42;78.0;CB;Italy;70;70;Left;1;2;2;Normal;Very Hard
13903;P. Kanstrup;Pierre Kanstrup;2/21/1989;187.96;81.2;CB;Denmark;70;70;Right;1;3;2;Normal;Very Hard
13904;L. Vido;Luca Vido;2/3/1997;182.88;74.8;ST,CF;Italy;70;80;Right;1;3;3;Lean;Very Hard
13905;B. Rienstra;Ben Rienstra;6/5/1990;182.88;67.1;CM,CAM;Netherlands;70;70;Right;1;3;3;Normal;Very Hard
13906;J. Insaurralde;Juan Manuel Insaurralde;10/3/1984;187.96;87.1;CB;Argentina;70;70;Left;1;2;2;Normal;Very Hard
13907;B. Angulo;Brayan Alexis Angulo León;11/2/1989;175.26;73.9;LB,LWB;Colombia;70;70;Left;1;3;3;Stocky;Very Hard
13908;Ivanildo Fernandes;Ivanildo Jorge Mendes Fernandes;3/26/1996;193.04;84.8;CB;Portugal;70;79;Left;1;4;2;Normal;Very Hard
13909;N. Reniero;Gastón Nicolás Reniero;3/18/1995;182.88;78.9;ST,CAM;Argentina;70;79;Right;1;3;3;Normal;Very Hard
13910;S. Peña;Sergio Peña;9/28/1995;152.4;73.9;CAM,CM;Peru;70;76;Right;1;3;3;Lean;Very Hard
13911;Pol Llonch;Pol Llonch Puyaltó;10/7/1992;170.18;69.9;CDM,CM;Spain;70;73;Right;1;3;2;Normal;Very Hard
13912;T. Figueroa;Tobías Figueroa;2/4/1992;190.5;89.8;ST;Argentina;70;71;Right;1;2;3;Normal;Very Hard
13913;P. Haring;Peter Haring;6/2/1993;187.96;84.8;CDM,CB,CM;Austria;70;77;Right;1;4;2;Normal;Very Hard
13914;F. Al Ansari;Fahad Al Ebrahim Al Ansari;2/25/1987;195.58;73.0;CDM,CM,CB;Kuwait;70;70;Right;1;3;3;Lean;Very Hard
13915;M. Pátkai;Máté Pátkai;3/6/1988;172.72;64.0;CDM,CM;Hungary;70;70;Right;1;3;3;Normal;Very Hard
13916;V. Lampropoulos;Vasilios Lampropoulos;3/31/1990;185.42;83.0;CB;Greece;70;70;Right;1;2;2;Normal;Very Hard
13917;M. Diemers;Mark Diemers;10/11/1993;175.26;69.9;CAM,CM;Netherlands;70;73;Right;1;4;3;Normal;Very Hard
13918;C. Walton;Christian Walton;11/9/1995;195.58;74.8;GK;England;70;79;Left;1;2;1;Normal;Very Hard
13919;S. Bain;Scott Bain;11/22/1991;154.94;83.9;GK;Scotland;70;74;Right;1;3;1;Normal;Very Hard
13920;Manu Barreiro;Manuel Barreiro Bustelo;7/8/1986;190.5;81.2;ST;Spain;70;70;Right;1;2;3;Lean;Very Hard
13921;Bernardo Motinho;Bernardo Joshua Mota Damasco;2/29/1992;152.4;73.9;RB,RM;Brazil;70;70;Right;1;3;2;Lean;Very Hard
13922;D. Petratos;Dimitri Petratos;11/10/1992;175.26;72.1;RM,CAM;Australia;70;70;Right;1;4;3;Normal;Very Hard
13923;J. Joronen;Jesse Joronen;3/21/1993;198.12;88.9;GK;Finland;70;74;Left;1;2;1;Normal;Very Hard
13924;Licá;Luis Carlos Pereira Carneiro;9/8/1988;154.94;69.9;RW,LW;Portugal;70;70;Right;1;3;4;Lean;Very Hard
13925;J. Medranda;Jimmy Medranda;2/7/1994;172.72;68.0;LB,CM,LW;Colombia;70;74;Left;1;2;3;Lean;Very Hard
13926;I. Obradović;Ivan Obradović;7/25/1988;154.94;79.8;LB,LWB,CB;Serbia;70;70;Left;1;2;3;Normal;Very Hard
13927;K. Watanabe;渡邉 千真;8/10/1986;182.88;77.1;ST,LW,LM,CF;Japan;70;70;Right;1;3;3;Normal;Very Hard
13928;Vítor Bruno;Vítor Bruno Ramos Gonçalves;1/13/1990;170.18;64.9;LB,LM;Portugal;70;70;Left;1;4;3;Stocky;Very Hard
13929;J. Giraudon;Jimmy Giraudon;1/16/1992;182.88;71.2;CDM,CB;France;70;72;Right;1;3;2;Lean;Very Hard
13930;D. Batth;Danny Batth;9/21/1990;190.5;89.8;CB;England;70;72;Right;1;2;2;Normal;Very Hard
13931;Rogério;Rogério Oliveira da Silva;1/13/1998;152.4;69.9;LM,LB;Brazil;70;85;Left;1;3;3;Normal;Very Hard
13932;Y. Gomis;Yannick Gomis;2/3/1992;154.94;76.2;ST,RM;Senegal;70;71;Right;1;3;3;Normal;Very Hard
13933;J. Féret;Julien Féret;7/5/1982;187.96;76.2;CM,CAM;France;70;70;Right;2;4;3;Lean;Hard
13934;J. Komar;Juan Cruz Komar;8/13/1996;187.96;82.1;CB;Argentina;70;80;Right;1;2;2;Lean;Very Hard
13935;F. Ballas;Florian Ballas;1/8/1993;195.58;96.2;CB;Germany;70;73;Right;1;3;2;Normal;Very Hard
13936;M. Saymak;Mustafa Saymak;2/11/1993;170.18;63.0;CAM;Netherlands;70;73;Right;1;3;3;Normal;Very Hard
13937;C. Eiting;Carel Eiting;2/11/1998;152.4;76.2;CM,CDM;Netherlands;70;79;Left;1;4;3;Normal;Very Hard
13938;Ademilson;Ademilson Braga Bispo Júnior;1/9/1994;175.26;73.9;ST;Brazil;70;74;Right;1;2;4;Normal;Very Hard
13939;C. Zimmermann;Christoph Zimmermann;1/12/1993;193.04;92.1;CB;Germany;70;75;Right;1;3;2;Normal;Very Hard
13940;D. Beasley;DaMarcus Beasley;5/24/1982;172.72;68.0;LB;United States;70;70;Left;1;4;3;Lean;Very Hard
13941;Daguinho Parrela;Dagoberto Josué Pinho Parrela;2/29/1984;185.42;81.2;RB,RWB;Brazil;70;70;Right;1;3;2;Normal;Very Hard
13942;T. Malacia;Tyrell Malacia;8/17/1999;170.18;67.1;LB;Netherlands;70;80;Left;1;3;3;Normal;Very Hard
13943;Artur Jorge;Artur Jorge Marques Amorim;8/14/1994;185.42;79.8;CB;Portugal;70;75;Right;1;3;2;Normal;Very Hard
13944;G. Magnani;Giangiacomo Magnani;10/4/1995;190.5;87.1;CB;Italy;70;80;Left;1;3;2;Lean;Very Hard
13945;M. Lacen;Mehdi Lacen;5/15/1984;175.26;73.9;CDM,CM;Algeria;70;70;Left;2;3;3;Stocky;Hard
13946;B. Johnson;Bradley Johnson;4/28/1987;152.4;68.0;CDM,CM;England;70;70;Left;1;2;3;Normal;Very Hard
13947;Jung Seok Hwa;정석화 郑硕华;5/17/1991;170.18;63.0;CAM,RM,LM;Korea Republic;70;71;Right;1;4;3;Normal;Very Hard
13948;T. Boyd;Tyler Boyd;12/30/1994;154.94;66.2;RM,LM;New Zealand;70;74;Right;1;3;3;Lean;Very Hard
13949;André Santos;André Filipe Bernardes Santos;3/2/1989;154.94;73.0;CM,CDM;Portugal;70;70;Right;1;3;3;Normal;Very Hard
13950;K. Wolze;Kevin Wolze;3/9/1990;175.26;69.9;LB,LM;Germany;70;70;Left;1;3;3;Normal;Very Hard
13951;A. Micai;Alessandro Micai;7/24/1993;185.42;77.1;GK;Italy;70;76;Right;1;2;1;Normal;Very Hard
13952;P. Alvarado;Pablo Alvarado;2/27/1986;154.94;79.8;CB;Argentina;70;70;Right;1;3;2;Stocky;Very Hard
13953;C. Quintero;César Alexander Quintero Jiménez;11/9/1988;187.96;73.9;RM,LM,CDM,CM;Colombia;70;70;Right;1;3;3;Normal;Very Hard
13954;L. Acosta;Lucas Acosta;3/12/1995;187.96;83.9;GK;Argentina;70;78;Right;1;3;1;Stocky;Very Hard
13955;J. Cevallos;José Cevallos;1/18/1995;185.42;76.2;CAM,CM;Ecuador;70;75;Right;1;4;3;Lean;Very Hard
13956;P. Bauer;Patrick Bauer;10/28/1992;193.04;88.0;CB;Germany;70;75;Right;1;3;2;Normal;Very Hard
13957;M. Mustacchio;Mattia Mustacchio;5/17/1989;154.94;78.0;RM,ST,RW;Italy;70;70;Right;1;4;3;Normal;Very Hard
13958;A. Cissokho;Aly Cissokho;9/15/1987;154.94;78.9;LB;France;70;70;Left;2;2;2;Stocky;Hard
13959;Júlio César;Júlio César de Freitas Filho;3/21/1995;187.96;83.0;CB;Brazil;70;75;Right;1;2;2;Lean;Very Hard
13960;C. Wondolowski;Chris Wondolowski;1/28/1983;182.88;77.1;ST;United States;70;70;Right;1;3;3;Normal;Very Hard
13961;S. Vegas;Sebastián Ignacio Vegas Orellana;12/4/1996;182.88;79.8;LB,CB;Chile;70;78;Left;1;3;3;Normal;Very Hard
13962;M. Ingvartsen;Marcus Ingvartsen;1/4/1996;185.42;83.9;ST;Denmark;70;76;Left;1;3;3;Normal;Very Hard
13963;J. Pi;Jessy Pi;9/24/1993;154.94;73.9;CDM,CM;France;70;75;Right;1;3;3;Normal;Very Hard
13964;A. Rocha;Aldo Rocha;11/6/1992;167.64;68.0;CM,CDM;Mexico;70;71;Right;1;3;3;Normal;Very Hard
13965;M. Caballero;Mauro Caballero;10/8/1994;175.26;64.9;ST;Paraguay;70;75;Left;1;4;3;Normal;Very Hard
13966;L. Kübler;Lukas Kübler;8/30/1992;182.88;73.0;RB,RWB;Germany;70;71;Right;1;3;2;Lean;Very Hard
13967;Kalindi;Kalindi Alves de Souza;8/29/1993;170.18;62.1;RB;Brazil;70;73;Right;1;2;3;Normal;Very Hard
13968;E. Tercero;Eduardo Tercero;5/6/1996;182.88;68.9;CB;Mexico;70;77;Right;1;3;2;Lean;Very Hard
13969;Flávio Rebeilo;Flávio Raphael Rebeilo Mestres;2/29/1992;175.26;68.9;LB;Brazil;70;70;Left;1;3;3;Lean;Very Hard
13970;N. Stojiljković;Nikola Stojiljković;8/17/1992;182.88;76.2;ST;Serbia;70;73;Right;1;4;3;Normal;Very Hard
13971;Jeong Seung Hyun;정승현 郑承铉;4/3/1994;187.96;88.9;CB;Korea Republic;70;76;Right;1;4;2;Lean;Very Hard
13972;D. Petrić;Denis Petrić;5/24/1988;187.96;79.8;GK;Serbia;70;70;Right;1;2;1;Normal;Very Hard
13973;Platiny;Higor Inácio Platiny de Oliveira Rodrigues;10/2/1990;152.4;71.2;ST;Brazil;70;70;Right;1;3;3;Normal;Very Hard
13974;O. Linnér;Oscar Linnér;2/23/1997;198.12;82.1;GK;Sweden;70;76;Right;1;3;1;Lean;Very Hard
13975;P. Iemmello;Pietro Iemmello;3/6/1992;152.4;73.9;ST;Italy;70;73;Right;1;3;3;Lean;Very Hard
13976;A. Ferrari;Alex Ferrari;7/1/1994;182.88;69.9;RB,CB;Italy;70;75;Right;1;2;2;Lean;Very Hard
13977;A. Niane;Adama Niane;6/16/1993;182.88;69.9;ST;Mali;70;73;Right;1;3;3;Normal;Very Hard
13978;M. Terrazzino;Marco Terrazzino;4/15/1991;152.4;77.1;LM;Germany;70;70;Right;1;2;4;Normal;Very Hard
13979;Kim Jong Woo;김종우 金正友;10/1/1993;154.94;64.9;CM;Korea Republic;70;73;Right;1;4;3;Lean;Very Hard
13980;P. Stojanović;Petar Stojanović;10/7/1995;152.4;72.1;RB,RM;Slovenia;70;74;Right;1;2;3;Lean;Very Hard
13981;Nenê Bonilha;Luis Otávio Bonilha de Oliveira;2/17/1992;175.26;68.9;CAM,CM;Brazil;70;71;Right;1;3;3;Normal;Very Hard
13982;M. Silva;Marcelo Silva;3/21/1989;185.42;82.1;CB;Uruguay;70;70;Right;1;3;2;Stocky;Very Hard
13983;Lisandro Semedo;Lisandro Pedro Varela Semedo;3/12/1996;175.26;73.9;RW;Portugal;70;76;Right;1;3;4;Normal;Very Hard
13984;J. Dompé;Mamadou Jean-Luc Diarra Dompé;8/12/1995;170.18;64.9;LW,RW;France;70;75;Right;1;2;3;Lean;Very Hard
13985;K. Mahachi;Kudakwashe Mahachi;9/29/1993;170.18;60.8;LW,CAM,RW,LM;Zimbabwe;70;73;Right;1;4;3;Normal;Very Hard
13986;Fábio Sturgeon;Fábio Miguel dos Santos Sturgeon;2/4/1994;182.88;68.9;RM,LM;Portugal;70;73;Right;1;4;4;Lean;Very Hard
13987;F. Meza;Fernando Meza;3/21/1990;175.26;73.9;CB;Argentina;70;71;Right;1;2;2;Normal;Very Hard
13988;Li Xuepeng;李学鹏;9/18/1988;185.42;76.2;LB;China PR;70;70;Left;1;3;3;Lean;Very Hard
13989;C. Guanca;Cristian Guanca;3/26/1993;152.4;78.0;ST,LM,CAM;Argentina;70;73;Left;1;3;3;Normal;Very Hard
13990;C. Buonaiuto;Cristian Buonaiuto;12/29/1992;152.4;68.0;LW,CAM;Italy;70;71;Right;1;3;3;Normal;Very Hard
13991;B. Vidal;Benjamín Fernando Vidal Allendes;3/18/1991;152.4;77.1;CB;Chile;70;72;Right;1;4;2;Normal;Very Hard
13992;S. Romagnoli;Simone Romagnoli;2/9/1990;193.04;84.8;CB;Italy;70;70;Right;1;2;2;Lean;Very Hard
13993;Borja Fernández;Borja Fernández Fernández;1/14/1981;187.96;82.1;CDM;Spain;70;70;Right;1;3;2;Normal;Very Hard
13994;U. Bozok;Umut Bozok;9/19/1996;152.4;74.8;ST;France;70;79;Right;1;3;3;Normal;Very Hard
13995;K. Árnason;Kári Árnason;10/13/1982;190.5;82.1;CB;Iceland;70;70;Right;1;2;2;Normal;Very Hard
13996;L. Mazzoni;Luca Mazzoni;3/29/1984;190.5;78.0;GK;Italy;70;70;Right;1;1;1;Lean;Very Hard
13997;Z. Gano;Zinho Gano;10/13/1993;198.12;91.2;ST;Belgium;70;73;Left;1;3;3;Normal;Very Hard
13998;L. Abram;Luis Abram;2/27/1996;154.94;76.2;CB;Peru;70;79;Left;1;3;2;Normal;Very Hard
13999;J. Fulton;Jay Fulton;4/26/1994;182.88;78.0;CDM,CM;Scotland;70;77;Right;1;3;3;Normal;Very Hard
14000;D. Rodríguez;Darío Andrés Rodríguez Parra;5/15/1995;175.26;68.0;ST,RM;Colombia;70;79;Right;1;3;3;Lean;Very Hard
14001;P. McNair;Paddy McNair;4/27/1995;182.88;72.1;CDM,CM,CB;Northern Ireland;70;78;Right;1;3;3;Lean;Very Hard
14002;K. Großkreutz;Kevin Großkreutz;7/19/1988;185.42;77.1;RB,LM,RM;Germany;70;70;Right;2;3;2;Lean;Hard
14003;L. Pico;Rubén Leonardo Pico Carvajal;10/4/1991;152.4;77.1;CDM;Colombia;70;73;Right;1;3;3;Normal;Very Hard
14004;R. Fiamozzi;Riccardo Fiamozzi;5/18/1993;152.4;76.2;RB,RM,LB;Italy;70;73;Right;1;2;3;Normal;Very Hard
14005;K. Sigþórsson;Kolbeinn Sigþórsson;3/14/1990;187.96;87.1;ST;Iceland;70;70;Right;2;3;2;Normal;Hard
14006;Helton Leite;Helton Brant Aleixo Leite;11/2/1990;195.58;93.0;GK;Brazil;70;72;Right;1;2;1;Normal;Very Hard
14007;B. Oviedo;Bryan Oviedo;2/18/1990;172.72;69.9;LB,LWB;Costa Rica;70;70;Left;2;3;3;Lean;Hard
14008;P. Schuurs;Perr Schuurs;11/26/1999;193.04;78.9;CB;Netherlands;70;82;Right;1;3;2;Normal;Very Hard
14009;E. Loeschbor;Emanuel Loeschbor;10/14/1986;154.94;78.0;CB;Argentina;70;70;Right;1;2;2;Normal;Very Hard
14010;D. Croce;Daniele Croce;9/9/1982;172.72;69.9;CM;Italy;70;70;Right;1;3;3;Normal;Very Hard
14011;N. Wells;Nahki Wells;6/1/1990;170.18;68.9;ST;Bermuda;70;70;Right;1;3;3;Lean;Very Hard
14012;L. Jans;Laurent Jans;8/5/1992;152.4;76.2;RB;Luxembourg;70;72;Right;1;3;3;Normal;Very Hard
14013;M. Aarons;Maximillian James Aarons;1/4/2000;175.26;68.9;RB;England;70;85;Right;1;3;3;Normal;Very Hard
14014;R. Del Castillo;Romain Del Castillo;3/29/1996;172.72;59.9;RM;France;70;77;Left;1;3;3;Lean;Very Hard
14015;M. El-Munir;Mohammed Mounir Abdussalam;4/8/1992;152.4;76.2;LB,LM;Libya;70;73;Left;1;3;4;Lean;Very Hard
14016;F. Pizzini;Francisco Pizzini;9/19/1993;152.4;73.9;LM,RM,LW,ST;Argentina;70;73;Right;1;2;3;Lean;Very Hard
14017;C. Valenzuela;César Valenzuela Martínez;2/4/1992;162.56;59.9;CAM;Chile;70;71;Right;1;4;3;Lean;Very Hard
14018;Joãozinho;João Carlos Reis Graça;7/2/1989;185.42;72.1;LB;Portugal;70;70;Left;1;3;3;Normal;Very Hard
14019;W. Rémy;William Rémy;4/4/1991;182.88;78.9;CB,CDM;France;70;71;Right;1;3;2;Stocky;Very Hard
14020;Murilo Freitas;Murilo Oliveira de Freitas;5/12/1996;175.26;66.2;LW,CAM;Brazil;70;80;Left;1;2;4;Normal;Very Hard
14021;S. Kurumaya;車屋 紳太郎;4/5/1992;152.4;73.0;LB,CB;Japan;70;72;Left;1;3;3;Lean;Very Hard
14022;E. Kwateng;Enock Kwateng;4/9/1997;154.94;74.8;RB;France;70;78;Right;1;2;3;Lean;Very Hard
14023;J. de Wijs;Jordy  de Wijs;1/8/1995;187.96;94.8;CB;Netherlands;70;74;Left;1;3;2;Stocky;Very Hard
14024;M. Camporese;Michele Camporese;5/19/1992;185.42;74.8;CB;Italy;70;71;Right;1;3;2;Lean;Very Hard
14025;Kwon Soon Hyung;권순형 权纯亨;6/16/1986;175.26;71.2;CM,CAM;Korea Republic;70;70;Right;1;3;3;Normal;Very Hard
14026;A. Coeff;Alexandre Coeff;2/20/1992;185.42;72.1;CDM,RB,CM;France;70;73;Right;1;3;2;Lean;Very Hard
14027;André Moreira;André  Campos Moreira;12/2/1995;193.04;83.9;GK;Portugal;70;79;Right;1;2;1;Normal;Very Hard
14028;S. Dursun;Salih Dursun;7/12/1991;187.96;78.9;CB,RB;Turkey;70;72;Right;1;2;2;Normal;Very Hard
14029;A. Rentería;Andrés Rentería;3/6/1993;152.4;78.9;ST,LM;Colombia;70;73;Right;1;3;3;Normal;Very Hard
14030;A. Turan;Atila Turan;4/10/1992;175.26;78.9;LB,LM;Turkey;70;72;Left;1;2;3;Stocky;Very Hard
14031;A. Boljević;Aleksandar Boljević;12/12/1995;182.88;77.1;RM,LM,ST;Montenegro;70;75;Right;1;5;3;Normal;Very Hard
14032;S. Çinaz;Şamil Çinaz;3/8/1986;187.96;77.1;CDM,CB;Germany;70;70;Right;1;3;2;Lean;Very Hard
14033;P. Sandler;Philippe Sandler;2/10/1997;190.5;82.1;CB;Netherlands;70;83;Right;1;3;2;Normal;Very Hard
14034;S. Posch;Stefan Posch;5/14/1997;187.96;76.2;CB;Austria;70;78;Right;1;3;2;Lean;Very Hard
14035;J. Minala;Joseph Minala;8/24/1996;182.88;83.9;CM;Cameroon;70;76;Right;1;3;3;Stocky;Very Hard
14036;D. Milošević;Deni Milošević;3/9/1995;182.88;73.0;CAM,ST,LM;Bosnia Herzegovina;70;75;Right;1;3;3;Normal;Very Hard
14037;C. Michelin;Clément Michelin;5/11/1997;152.4;63.0;RB,RM,LB;France;70;79;Right;1;3;3;Lean;Very Hard
14038;L. Mousset;Lys Mousset;2/8/1996;182.88;79.8;ST,RM,LW;France;70;75;Right;1;3;3;Normal;Very Hard
14039;Jeong Jae Yong;정재용 郑在勇;9/14/1990;187.96;78.0;CDM;Korea Republic;70;70;Right;1;3;3;Normal;Very Hard
14040;E. Korkmaz;Egemen Korkmaz;11/3/1982;182.88;83.0;CB;Turkey;70;70;Left;1;2;2;Stocky;Very Hard
14041;G. Bouzoukis;Giannis Bouzoukis;3/27/1998;172.72;67.1;CAM,CM,RW;Greece;70;80;Left;1;3;3;Lean;Very Hard
14042;I. Sissoko;Ibrahima Sissoko;10/27/1997;193.04;88.0;CM,CDM;France;70;83;Right;1;4;3;Normal;Very Hard
14043;D. Moor;Drew Moor;1/15/1984;182.88;74.8;CB;United States;70;70;Right;1;4;2;Lean;Very Hard
14044;M. Tahrat;Mehdi Jean Tahrat;1/24/1990;193.04;86.2;CB;Algeria;70;70;Right;1;2;2;Lean;Very Hard
14045;Aketxe;Ager Aketxe Barrutia;12/30/1993;175.26;67.1;CAM,CM,LM;Spain;70;75;Left;1;3;3;Normal;Very Hard
14046;V. Pálsson;Guðlaugur Victor Pálsson;4/30/1991;185.42;83.9;CB,CDM,CM;Iceland;70;70;Right;1;3;2;Normal;Very Hard
14047;A. Tuia;Alessandro Tuia;6/8/1990;182.88;73.9;CB;Italy;70;72;Right;1;3;2;Lean;Very Hard
14048;J. Troisi;James Troisi;7/3/1988;175.26;74.8;CAM;Australia;70;70;Left;1;3;3;Normal;Very Hard
14049;Álvaro Tejero;Álvaro Tejero Sacristán;7/20/1996;175.26;68.9;RB;Spain;70;80;Right;1;4;3;Normal;Very Hard
14050;A. Budimir;Ante Budimir;7/22/1991;190.5;74.8;ST;Croatia;70;70;Left;2;4;3;Lean;Hard
14051;C. Acevedo;Carlos Acevedo López;4/19/1996;182.88;73.9;GK;Mexico;70;79;Right;1;3;1;Lean;Very Hard
14052;Johannesson;Diego Johannesson Pando;10/3/1993;175.26;69.9;RWB,RB,RM;Iceland;70;75;Right;1;3;2;Normal;Very Hard
14053;K. Kasongo;Kabongo Kasongo;7/18/1994;185.42;79.8;ST;DR Congo;70;75;Right;1;3;2;Normal;Very Hard
14054;J. David;Jonathan David;1/14/2000;152.4;77.1;ST,CF,CAM;Canada;70;84;Right;1;4;3;Normal;Very Hard
14055;A. Zhirov;Aleksandr Zhirov;1/24/1991;193.04;88.9;CB;Russia;70;70;Left;1;3;2;Lean;Very Hard
14056;Christian Rivera;Christian Rivera Hernández;7/9/1997;190.5;87.1;CDM,CM,CAM;Spain;70;79;Right;1;3;3;Normal;Very Hard
14057;João Gamboa;João Pedro da Costa Gamboa;8/31/1996;187.96;79.8;CDM,CM;Portugal;70;77;Right;1;3;3;Normal;Very Hard
14058;Pichu Atienza;Francisco Javier Atienza Valverde;1/18/1990;190.5;84.8;CB;Spain;70;71;Right;1;2;2;Normal;Very Hard
14059;A. Werner;Axel Werner;2/28/1996;193.04;84.8;GK;Argentina;70;78;Right;1;2;1;Normal;Very Hard
14060;Álex López;Alejandro López Sánchez;1/11/1988;152.4;71.2;CM,CDM;Spain;70;70;Right;1;3;3;Normal;Very Hard
14061;J. Maghoma;Jacques Maghoma;10/23/1987;152.4;73.0;LM;DR Congo;70;70;Right;1;3;3;Normal;Very Hard
14062;F. Valiani;Francesco Valiani;10/29/1980;172.72;69.9;CM,RM;Italy;70;70;Right;1;4;3;Normal;Very Hard
14063;G. Sara;Guillermo Sara;9/30/1987;182.88;82.1;GK;Argentina;70;70;Right;1;3;1;Normal;Very Hard
14064;M. Navarrete;Matías Cristóbal Navarrete Fuentes;1/20/1992;152.4;73.0;CB,RB;Chile;70;71;Right;1;2;2;Lean;Very Hard
14065;K. Shibasaki;柴崎 晃誠;8/28/1984;175.26;64.9;RM,CAM;Japan;70;70;Right;1;4;3;Lean;Very Hard
14066;M. Kanno;Mohamed Kanno;9/22/1994;190.5;71.2;CDM,CM,CAM;Saudi Arabia;70;76;Right;1;3;3;Lean;Very Hard
